"","H1_rep1","H1_rep2","H1_rep3","H1_rep4","H9_rep1","H9_rep2","H9_rep3","DEC_rep1","DEC_rep2","EC_rep1","EC_rep2","EC_rep3","HFF_rep1","HFF_rep2","HFF_rep3","NPC_rep1","NPC_rep2","TB_rep1","TB_rep2"
"CRYGD",44,64,51.62,53.76,62.63,50.42,48.02,17.13,13,6,1,4,0,0,0,1,1,0,0
"MXD4",347,380.52,334.11,320,1033.01,1193.33,1024.04,3856.21,3649.18,2867.23,3277.6,3928.78,3341.42,4229.85,3758.96,3121.94,3729.93,3956.86,6136
"CHAT",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,28
"SUV420H1",584.01,587.04,573,629,1465.16,1820,1728.34,1389.98,1057.53,1253.61,1188.02,1178.19,515.97,598,611.01,1939.34,1504.62,873.28,1055.27
"STIM1",161.8,173,147,126,589.81,553,595.21,1566.5,1253.74,1813.76,2209.08,2006.44,1548.6,1760.17,1875.12,726.75,779,1116.99,1575.48
"DSP",1639,1617,1575.38,1594,3769,3545.25,4433.39,15375.62,9120.54,7408.08,6368.29,6735.26,1165.03,1105,1157.99,4138.34,1497,16414.03,20443.32
"ANKRD24",172.74,163,159,156.95,289.94,207,206.1,14,10,18,25,17,31,35,32,426.64,133,19.6,23
"SLC25A34",22.3,23.01,14.84,11.29,69.31,62.39,93.14,99.67,125.17,103.3,110.44,202.49,57.02,43.1,41.16,145.11,113.05,122.35,91.66
"C9orf84",0,0,0,0,0,0,3,4,2,1,0,0,0,6,1,1,3,9,4
"PPP1R3C",37,44,33,38,53,60,86,20,36,21,4,27,2010.96,1941,1964.92,169,190,7,3
"OR1J2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
"VPREB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC1A",2034,2069.96,1956.07,1889.44,5938.45,6438.5,6938.24,5800.25,3868.99,3484.9,3476.58,3326.84,1889.14,1791.07,1868.76,7582.62,7900.91,2574.16,4155.5
"PMM1",125,131,108,104.48,179,204,214,738.18,825,217,271,220.99,1712.97,1821.99,1473.68,393.53,515,655.05,843.65
"DUSP3",395,370,408,363.06,727,875,952.12,2226.97,2100,2310.05,2477.13,4431.59,3109.14,2846.51,3262.89,1364.23,1632.08,3854.05,4567.03
"TRIM35",312,301.02,342.93,311.6,668.96,856.25,918.01,777.07,636.95,756,878.5,731.04,530.01,556.06,573,512.08,671.1,460.79,543.97
"RFWD3",2026.03,1933.67,2023.01,1899.2,4056.19,5013.7,5108.7,3000.88,2293.02,1616.75,1605.61,1476.87,861.77,705.04,822,3024.98,4236.39,993.33,1699.81
"TGFB2",11,10,5,8,26,16,27,247,60.03,8,9.21,10.13,69,68,78,31.03,91.93,638,781.95
"PARP16",76,103,80,57,227.01,235,317,204.01,189,128.23,120,65.25,218.99,309.33,307,320,376,92.52,201
"SSH1",454.23,410.23,413.19,354.58,1066.29,1096.56,1322.49,3235.18,1559.37,3385.89,3417.16,6647.12,2932.55,2856.88,3781.72,1818.27,2118.91,3049.54,4378.35
"LOC388630",28.93,34,26,39.61,100,109,148,2483.87,2578.84,20,31,27,2,1,3,333.99,1112,1,0
"SPATA4",0,0,0,0,0,0,0,3,2,1,3,1,2,2,0,4,3,0,1
"TMPRSS11B",27.37,18.83,9.93,13.86,39.08,27.75,61.09,49.8,25.95,40.48,43.42,49.96,14.63,16.3,16.09,66.56,54.93,45.58,25.36
"C10orf46",876.03,800.38,731.68,794.35,1521.77,1690.9,1768.76,1286.28,872.52,2098.72,2275.3,2939.41,1078.06,1094.57,1285.86,1668.46,1732.07,1103.26,1707.03
"NR3C2",19,12,6,20,5,13,14,11,9,18,17,12,2,5,7,11,9,50,77
"C1orf85",467,455,453,406,1009.11,1084,1113,1348,1605.44,1650.04,2093.37,1855,3125,3380.91,3918.03,945,1387,1653.98,1848.77
"SLC29A1",3939.13,3837.47,3801.21,3557.17,7359.18,7990.65,8311.55,1932.32,2180,5893.82,5863.1,5507.14,605,687.24,702,2680.5,1974,645,909.96
"LRRC29",3,1,3,2,6,10,9,12,8,76,61,34,75,83,81,22,16,14,25
"PTGES",44.54,46.21,36.29,56.89,102.07,67.52,95.96,15.25,28.7,50.3,46,59.76,1377.66,1247.33,1154.07,88.65,81.9,408.98,416.26
"ZNF425",122.73,122.01,122.18,139.96,289.35,399.62,254.29,142.93,106.37,93.53,125.95,183.29,178,183.17,177.67,258.28,274.49,312.17,454.36
"SPANXF1",0.33,0.33,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0
"FKBP2",278,257,296.15,222.5,673.05,725.13,726.75,1166.98,1259.17,557,567.99,627.43,1131.02,1201,907,503.17,705.8,697.9,856.73
"AGBL5",832.93,815.99,773.84,796.42,1528.71,1639.17,1760.82,1776.15,1823.62,2138.39,1960.52,2249.8,758.44,820.47,811.8,3606.17,3802.41,874.05,1346.88
"ZNF136",119.31,94.86,113.99,111.16,309.92,330.06,318.12,408.06,289.83,307.02,297.96,361.05,160.35,152.91,142.53,511.58,535.77,214.77,373.01
"AKIRIN2",598,629,565,517.35,1663.97,1928.04,1904.69,1931.88,1756.51,1281.25,1381.53,1700.23,1067,1105.33,1206.15,1793.78,1996.32,658.21,1138.14
"EXOSC10",1053.01,1083.06,1009,1005.92,2913.61,3310.01,3271.92,3533.62,3329.2,2777.38,3020.12,3003.01,1860.59,1706,1694.82,3232.9,3791.83,1789.08,2503.99
"C1orf210",98.91,99.68,94.45,101.26,203.2,190.37,219.48,256.32,317.28,34.85,17.99,38.71,14.52,10.26,8.61,56.56,55.52,328.18,563.91
"MAML1",1084,1067.85,1057,939,2967.82,3592.19,3968.41,2553.11,1880.36,2290.95,2417.8,3138.94,1070.16,1174,1199.04,3879.66,3703.65,1084.99,1882.37
"TEKT5",2,3,1,1,3,3,1,1,2,2,1,0,2,0,3,9,13,9,15
"LINGO1",1353,1377.41,1207.23,1121,2839.3,3003,2956.91,81,56,2265.02,1767.05,1009.12,6,3.01,6,2438.8,2282.04,3114.42,5032.2
"ARHGAP9",55,66,51,71,63,50,64,53,66,323,509.79,492.76,0,2,6,3,5,5,1
"ATP8B2",933.3,899.84,868.87,831.8,1942.76,1930.3,2592.12,2029.66,1344.21,2357.59,2454.61,3019.4,6166.83,5198.22,5893.25,2569.84,2930.67,1191.24,1500.71
"FBXO16",28,16,21,24,74,55,95,95,92,40,31,17,9,4,5,231,182.25,36,60
"TPSB2",0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYG1",416.9,424,403.03,404.86,801.02,996,926,1222.99,1096,794,701.02,584,1912.58,1843.03,1956,405,927,5971.21,8653.91
"ILF2",5058.22,5003.29,4899.03,4882.6,12034.07,15165.04,14880.27,9793.23,9336.48,6849.9,6654.97,7849.19,3856,3464.48,3402,7864.64,13163.06,3513.02,5378.99
"TGM1",5,8,7,7,30,26,37,29,34,24,31,25,43,25,24,100,52,422.11,785
"VEGFC",14,13,9,7,34,37,36,40,3,1,1,4,4639.77,2815.01,2868.35,97,66,3,7
"EXOC6",74,69,54,53,337,477,453,648,562.65,673.99,772.04,582.99,192,230,271,582,643,155,234.09
"SEPT12",1,1,0,0,0,1,5,3,6,2,1,0,0,0,0,26,19,11,7
"CARD6",20.57,17.86,20.55,19.41,28,23.39,29.99,34,32.88,94.32,127.76,141.49,145.33,137.65,120.88,40.89,33.48,98.52,219.31
"RPS19",11547.91,11457.54,11624.2,10744.32,22289.27,26237.1,24647.45,22093.44,24447.92,20422.62,18742.21,19350.07,23580.19,21457.95,20957.21,26124.53,28988.35,20254.3,30867.17
"EPHA4",70,72,51,63,226,432,324,3612.02,3148.26,830,1033,761.98,989.7,629,661,10676.91,5097.54,1065,1149
"SMAD6",22,23,10,21,49,40,50,1882.62,2171.01,2849.7,2589.25,2114.3,834,496.99,456.08,276.1,618.01,68,75
"ENO4",6,4,3,4,9,19,8,22,26,61,54,65,9,23,9,56,36,21,17
"TIGD4",20,17,20,13,32,39,48,21,29,42,49,32,1,3,2,140,57,14,16
"KIAA0040",204,212,204,170,388.27,352.99,412,1320.97,973,503,529.95,561.3,178,172,185.98,1,12,1924.4,1302.99
"PCDH9",11,11,10,13.7,25.15,40.01,23.49,69,47,23,38,77,71,42,62,368,648.06,1241,2191.94
"DNAJA4",30,29,29,20,105,103,154,113,104,60.03,68.81,59.92,224,187.96,226,5,4,9,12
"SIX3",2,3.1,4,2,13,4,3,52.18,40,1,0,2,0,0,1,2775.35,307,0,0
"SERPING1",517,524.47,530,487.7,1338.1,1347,1285.83,876,825.36,12937.14,12955.01,12228.62,4023.22,5558.28,5869.31,1783.99,1460.91,2467.48,2924
"MCL1",4338.78,4373.55,4026.15,4155.06,10902.49,11874.42,12263.33,8418.08,6750.97,6523.77,8020.49,12171.23,6427.13,6723.6,8411.24,6213.28,6693.57,7772.72,10090.05
"RABEP2",161,123.08,128.9,127,425.67,466,487.78,428.49,365.74,311.89,518.68,634.96,730.91,698.55,631.28,357.8,331,465.6,689.84
"GLRA2",0,0,0,1,1.04,1,1.01,3.01,0,2,3.61,2.95,6.01,2,2,3.04,5.94,2.01,1
"CLDN22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHANK1",7,8.95,17,15,71.04,41,63,58,19,301.93,208,198.52,140.58,160.03,147,727.37,1168,3.96,3
"GLOD4",850.33,782.82,848.14,776.07,2219,2828,2692.87,1851,1590.87,1725,1971,2072.91,1074,905,928,2047.83,2714.86,968.01,1511.86
"RHPN2",393.07,395.41,359.13,360.51,737.9,808.22,887.96,2497.1,2108.96,579.97,396.79,388.25,129.47,141.12,171.78,854.91,707.11,1312.59,1284.62
"CCDC33",0,0,3,0,0,0,0,1,1,39,40,29.98,0,0,1,49.17,25,1,1
"PDIA2",0,4,0,0,6,8,9.97,59,100,3,1,2,2,2,2,22,3,2,1
"CHST14",360,313,298,305,613,665.03,669,1456.62,1337,2075,2148.69,1600.08,1268.23,1277.24,1218,1092,1087.02,1163.94,1394.01
"ELOVL6",1410,1304,1282.8,1291.9,5053.51,6214.74,5956.12,2075.77,1712,2770.99,2850.96,2287.95,894.03,897,847.03,2268,2579.01,2420.17,3936.98
"SERINC3",581.88,564.65,529,517,977.76,1025.99,1088.98,4932.64,4568.46,2208,2505.95,2973.51,4443.43,4612.4,4731.46,1178,1111.99,1677,2078.96
"MITF",10,12,11,4,15,21,22.38,177,120,19,45,63,1040.33,887,911,259,68,27,71
"VDAC1",3648,3531.02,3236.96,3459.09,7612.93,8104.49,8973.24,9404.05,8344.08,3863.23,3577.83,3857.02,6538.08,5689.33,5604.24,3572.58,5756.53,3288.96,5559.52
"LRRC18",0,0,0,0,5.86,4.05,1,0,0,2.03,1,2.01,1.68,2.19,3.8,9.78,4.97,5.26,2.96
"CCDC7",3,2,9,3,9,16,16,9,1,8,3,2,10,10.81,9,17,21.49,10.73,15.01
"SNIP1",262.57,248.24,237.31,229.36,727.77,742.81,727.03,582.39,504.81,422.79,504.84,576.45,473.96,431.49,437.77,726.72,709.37,344.43,441.1
"SLC3A1",0,0,0,0,0,0,4.58,3,4.78,6.71,1.51,0,0,0,0,12.74,3.07,3.17,0
"CD164",1144.9,1137.12,961,1032,2780.88,2863.15,3055.66,3065.24,2379.99,6408.09,6690.8,7866.13,7146.12,7082.37,8372.56,2494.17,2648.17,5464.81,6493.99
"DRD2",4,4,7,5,21,36,14,216,109.26,5,2,10,0,0,0,14,20,9,7
"TMPRSS12",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,9
"CCDC107",70.18,76.41,90.37,75.78,149.43,262.8,185.37,220.53,231.16,273.65,324.5,396.11,579.09,569.29,569.46,220.78,230.72,138.42,157.57
"OR51L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBCK",121,133.01,121.56,139.54,480.77,522.7,530.78,671.02,515.53,686,792,521,828.01,816.79,799.63,969.42,968.01,637.02,1048.38
"SLC6A14",6.59,6.62,8.98,2.31,15.73,4.9,17.62,14.21,15.76,20.24,8.79,13.21,3.63,6.44,4.1,18.69,17.99,18.21,10.68
"ITGB2",3,1,6,3,16,19,27,70,29,694,590,424,3,12,11,5,2,5,3
"GATAD1",624.7,604.09,607.99,575.12,1761.23,2027.55,2232.92,1666.14,1608.49,1117.83,1136.1,1170.32,858.9,923.95,974.53,2713.87,1996.12,998.66,1260.98
"GLTPD2",4,5,4,5,2,8,5,49,43.02,39,48,40.88,11,9,12,18,16,41,53
"SERPIND1",0,1,0,0,0,3,1,3,2,0,0,16,1,3,0,0,0,4,0
"KBTBD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CPNE4",15,17,8,18,31,31,30,17,11,9,8,5,2,0,5,30,42,24,23
"CTSE",0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,1
"DNASE1L1",88.11,118.89,104.59,94.7,210,209.69,226.18,380.87,317.37,1160.74,1134.65,1002.93,1354.26,1427.39,1418.5,373.08,315.54,595.01,703.03
"KIRREL",443,437,420.04,419,859,984,1124,1856,697,1255.98,1509.99,1594.32,2888.81,3300.77,4095.15,2567.9,2923,1224,1081.01
"SCAF4",596.99,550.07,571,544.94,3120.47,3504.06,3358.76,2443.54,1942.1,1738.72,1680.84,2418.94,1088.83,1004.99,1080.91,4515.39,3139.42,999.31,1383.31
"DCLK1",743.01,675,651.93,764.85,939.86,1236.58,916,67,41,26,4,73,87.05,119,128.99,242.62,183.06,19.06,22
"THBS2",456,424.99,392.88,423.82,775.67,1228.55,859.13,66,12.01,5,4,9,17027.53,20681.54,24366.15,21,115,13.22,22.05
"S100A5",1,1,1,0,0,0,2,0,1,1,3,1,9.98,5,4,3,1,2,0
"CCDC14",550.96,462,476.99,453,2107.52,1683.33,2640.2,2052.99,2011,891.99,891.36,723.95,2370,1661.79,1542.84,4959.27,4000.93,1872.86,1793.99
"NPNT",5,9,5,2,23,11,9,1729,743.97,16,4,7,1,0,0,6,3,4476.92,5591.12
"CREM",114.8,102,109,108,371.02,487,442.8,584.67,549.97,951,1090.53,2621.05,354.38,330.98,313.26,600.63,691,514.01,692.93
"PFKFB3",591.41,571,582.75,519,1494.75,1432.96,1590,3500.4,2871.65,2139,3048,11624.46,1650.5,1835.71,1841.99,2806.85,2298.87,446,235.95
"LAMC1",2327.03,2112.24,2162,2134,5340,5837,6812.11,6838.27,3287.95,17744.84,17358.93,16582.86,28763.27,29262.41,38154.38,7143.59,7683.38,22150.28,23704.44
"GZMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDKN2C",1,0,1,0,1,0,1,17,30,34,26,7,535.14,749,657.35,16,19,15,28
"RLTPR",236.33,297,213.97,219,805.57,779.28,907.14,265.12,372,105,137,138,23,8,8,521.32,290.74,166,223
"PSRC1",826.9,770.22,770.43,770.56,2067.03,2163.24,2157.35,1191.24,1237.48,996.03,1117.03,666,475.66,409.92,337.99,2702.41,3280.04,285,540.97
"APOL5",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ARMC5",292.18,289.38,251.69,262.97,625.78,565.67,647.2,739.18,809.23,555.1,660.39,934.53,416.39,417.1,354.17,589.72,515.16,361.51,424.81
"GABRG3",0,1,1,0,4,4,1,4,4,4,0,1,0,0,0,88.01,49.01,310.45,494
"KRTAP12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf47",16,14,10,13,33,40,32,8,7,4,1,4,38,41,51,16,14,87,134
"MRI1",285.83,298.49,280.16,256.85,455.8,409.92,569.95,971.73,943.21,4357.11,4253.24,3653.84,1054.41,944.31,876.13,861.93,914.52,908.36,889.66
"UVRAG",108.02,120,126,124,455,461,533,382,315,839,881.48,660.03,535.85,588,634,906,719,256,513
"COX7A2",1081,1047.77,1049.94,1021.77,2147,2789.16,2723.72,2798.97,2600.99,2876.78,2799.83,2542.45,2530.51,2288,1869.13,1267.03,2009.55,1406,2062
"LEPROT",250.09,251.03,282.23,257.15,910.09,1126.88,1098.69,1590.73,1403.01,2534.92,3138.84,2579.82,3860.52,3747.46,4698.65,1055.59,1496.16,6406.7,6476.6
"ZNF324B",57.13,48.77,60.51,61.6,105.89,132.53,126.43,107.22,94.36,81.65,87.89,116.29,112.64,119.83,127.51,71.65,116.43,69.39,122.36
"RIPPLY2",2,3,2,2,15.02,12,11,0,0,1,0,9,0,0,0,0,1,0,0
"OR5L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM7",0,0,0,1.23,0,0,0,0.99,0,0,0,0,2.01,4.3,0,1.14,0,0,0
"CLIC2",4,6,2,3,11.41,6.03,11,8.95,10,26.07,11.38,18.07,40.03,133.92,136,14.29,19.61,28.66,38.12
"DAZ3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf79",15.7,19.74,18.8,12.41,84.76,71.66,123.65,150.51,240.41,246.73,233.01,226.46,32.66,21.82,18.68,329.41,254.02,131.15,130.26
"C3orf55",2,1,4,2,15,15,11,16,8,8,10,4,114,140,158.98,1,4,1,7
"SIRT3",218.11,198.3,216.84,179.93,459.2,480.06,577.48,599.47,625.99,535.36,531.55,399.8,408.98,437.38,416.65,832.96,795.63,392.07,637.27
"C17orf103",236.55,254.04,249.98,200.32,387.85,383.95,415.54,1718.15,2238.49,697.92,739.41,667.82,716.56,1090.51,1096.65,1070.4,935.9,614.05,1183.18
"CCL16",9.35,10.83,8.59,15.72,19.43,25.94,45.83,32.68,37.04,32.56,29.77,40.78,22.59,12.56,10.29,68.77,59.47,44.92,28.75
"DTWD2",187.96,189.73,175.73,197.58,274.64,418.88,392.58,1263.14,991.53,109.37,93.86,140.06,143.58,121.7,137.87,213.12,267.14,186.84,181.36
"UPP1",255.99,249.99,271.01,241,428,509.96,452,856.57,897.93,754.97,760,860.9,421.02,521,479.02,148,186,1802.01,2143.71
"PELI3",95,70,87,75,239,194,243.01,190,206.01,80,71,80,461.97,460.01,495,258.96,325,137,235
"ELK1",553.31,538,492.85,504,1244.95,1482.03,1316.08,1441,1144.04,1033.49,1042,1373.9,1591.17,1337.23,1399,931.6,1225.29,805.01,947.15
"OR51B4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"WDR91",200.76,164.59,181.66,136.56,392.8,349.61,474.82,513.06,475.36,315.48,312.06,240.6,505.42,522.37,465.91,478.57,566.47,921.63,979.57
"PREX1",377,434.38,371.1,376,1169.28,1052,861.63,9027.39,7794.24,19224.97,19336.28,12657.73,435.33,493,473,1268.2,1843.94,27,39
"IER5L",15,16,10,17,35,26,43,339.77,200,538.01,482.19,924.8,1242.91,898.87,1428.61,1902.84,1469.36,473.7,416.1
"LCE3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAR1",331,330,288,322,1021.35,1178.77,1144.99,631,616.01,389.34,400.3,464.97,389,379,351,342.07,522,240.78,346
"DDX49",608,656.84,589.99,502.13,1468.91,1713.99,1570,1128.95,1164,322.98,372.01,635.99,897,986,891.98,560,1128,810,1210.07
"RAB4B",121,114,95,90,275,237.93,263,683.96,791.99,1026.06,1042.11,749.51,508.28,604.95,471.33,388.69,353,473.81,593
"PHACTR4",718.07,701.17,728.25,730.61,1750.39,2024.38,2427.4,1681.67,1161.09,1454.89,1413.46,1213.16,834.25,806.12,983.36,2261.61,2670.08,1072.97,1500.8
"SMARCAL1",266,264.85,270,227.3,807.97,830,972.01,1321.33,1095.2,1067,1076,801,1032.81,1112,1002.99,971.83,1185.83,716.19,1184.97
"NRN1",2,5,1,0,1.03,4,1.93,10.29,29,16,44.11,54,74,103.99,85,60,42.5,3.19,3.74
"P4HB",5664.4,5425.01,5122.55,5053.26,12271.11,13973.33,14024.54,35367.55,36246.69,26507.11,27622.45,30712.98,40309.69,40805.31,42263.5,10578.8,15996.25,23485.25,26402.1
"JUND",537.16,553,474,405.36,1072.18,1132.54,1204.75,5202.53,4807.09,4454.79,6016.06,7855.6,2631.09,3040.62,4240.74,3486.34,3249.33,3278.72,4009.17
"EDEM3",227,226.01,220.08,238,582,691,930.97,1171.3,720.99,1430.15,1424,1648.07,1248.03,1071.99,1435.04,1110.48,1240.39,1005.97,1335.99
"CCDC65",3,6,3,10,9,22,13,42,29.18,26,12,29.81,7,12,13,77,112,11.2,5
"DAPK1",1993,1928.99,1812.9,1768,5319.01,5495.99,6998.81,4471.33,3621.93,2238.02,2896,3535.92,603.91,678,860,2291.82,3057.41,2345.33,3819.98
"POGK",955,977.89,1046,952,2111,2343.79,2383.93,2963.6,2452.01,3259.76,3396.92,4702.81,1063.1,1001,1132,2441.87,3014.77,1303,1747.64
"VWC2",46,39,44,43,22,20,24,8,0,3,0,1,0,0,0,2,4,14,49
"MKKS",481,500,477,441,1167,1341,1401.97,983,940,868,1021,795,875,825.99,852,990.03,1583.63,401.37,673.79
"OTOS",0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"IL17B",0,1,0,0,3,3,5,4,2,1,0,0,3,1,0,1,0,0,1
"SPRR2D",0,0,0,0,0,0,0,32.25,32,0,0,0,0,0,0,0,0,2,0
"PPP2R5B",50,50,46,54,143,138,122,350.41,407,771.02,988.59,1275,826.4,777.94,689.91,567.9,435,232.03,351.11
"CYP4F22",17,9,4.99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASP6",371.5,350.38,326.22,331.74,787.08,849.27,944.96,726.37,531.95,741.24,859.12,665.28,269.1,310.3,318.95,431.43,759,559.41,956.12
"FAM71D",0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"NOS3",80.01,61.47,35.94,71.18,154.39,117.35,150.77,183.27,146.01,8595.72,10729.5,8677.37,22.44,25.89,26.8,327.16,292.61,76.48,51.35
"HBD",0,0,0,0,0,1,1.16,0,0,0,0,0,2,3,4,0,0,0,0
"MESP1",0,0,0,0,2,1,3,25,35,16.86,16,13,11,5,9,1,5,2,3
"DAAM1",199.99,187,178.02,202,569.76,759.89,782.13,3927.52,2295.44,3696.68,3947.42,2155.67,190,223.02,275,2053.6,1791.01,569.39,765
"ERF",947,916,805.75,776.84,1675.05,2193.66,2342.06,3727.28,3502.45,3027.29,3405.5,5561.25,1582.49,1512.77,1530,4015.67,4038.32,873,1225
"FCAR",21.32,8.53,17.11,11.45,37.15,34.67,50.99,35.64,50.04,38.71,35.26,52.1,23.54,20.02,25.21,112.15,74.41,63.35,55.92
"MFSD3",569,523,570.92,479,1224.31,1023.34,1126.01,1021.61,1099.04,527.16,502,384,341,382.31,316.06,532.99,681.55,573.5,760.08
"RIMBP2",2,7,2,4,20,37,26,264,185.81,19,23,11.88,2,1,0,827,796.09,42,68
"ADH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTX1",9,11,13,13,32,23,15,20,40,15,1,10,5.01,5,5,4974.63,3606.12,15,22
"TRIM67",0,0,0,0,0,1.04,0,6,3,0,0,0,2,4,11,1,3,25,46
"DQX1",2,2,1,2,12,12,11,7,9,20,13,11,3,2,0,19,19,6,4
"FOXO3",856.17,843.02,847.74,769.95,1622.58,2173.43,2079.53,1733.76,1271.57,2338.96,2358.44,3471.2,1764.08,2084.17,2741.52,2404.9,2492.81,2451.25,5023.94
"UGT3A2",369.51,368.39,351.95,330.62,744.89,897.81,845.66,532.88,422.64,113.87,155.82,122.77,1,1,2,245.43,396.58,1358.03,1625.1
"ZNF596",11,11,10,12,69,52,45,60,62,56.99,59,58.76,111,84,107,45,81,51,91
"C14orf183",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"GPR52",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"FBXO7",793,761.78,744,726,1741.48,1966,2104.38,3546.64,3355.98,2974.93,3106.01,3330.64,2646.11,2837.98,2703.61,1969.95,2194.01,1614.99,2354.84
"ZCCHC24",111,100,93,75,399,360.98,353,1382.3,1052.05,5757.26,5690.23,3693.07,3651.32,4829.07,5025.95,677.03,1167.82,82.03,213
"PIGY",648.47,627.82,605.49,599.6,1662.82,1981.09,1893.83,1495.83,1234,1223.55,1092.93,892.85,1512.04,1438.91,1521.12,890.14,1503.99,972.08,1499.16
"RAB1A",1069.19,1030.12,920.39,1062.35,3152.8,3582.87,3546.37,7215.83,6755.96,5934.5,6012.61,7105.99,6011.04,5605.28,5894.46,2843.37,3767.35,3489.62,5400.54
"BSDC1",635,629.25,632,539.01,1544.93,2002,1925.73,2828.05,2569.63,2275.01,2823,3708.85,2354.93,2268.63,2248.01,2614.24,2275.52,1834.42,2575.08
"APLP1",103,118,135,105,668.12,494,538.48,367,279.98,227,181,157,620.53,555.98,417.96,3731.86,4698.42,72,65
"PDCD2L",360,371,392.01,326,598.84,728,726,424.13,397,191,150,162,135,101,82,262,299.96,101,212
"PSMD1",2889.99,2866.01,2810.15,2778.99,7355.59,8742.24,8835.98,6683.59,5370.33,3609.5,3704.58,3532.99,4796.01,3966.88,3974,3076.39,5593.85,2163.95,3385.97
"ZFR2",81.69,87.62,72.99,67.96,301.75,300.8,287.78,144.56,166.31,67.4,49.78,60.76,2.98,2.27,8.07,1215.86,463.15,15.98,40.76
"RAB40A",22,22,13.77,13.96,64.24,71,78,181.43,269.27,24,20,7.21,14.01,19.97,18.98,54.86,101.99,41,66.87
"CELA3B",0,0,0,0,0,0,0,18.52,14.08,1,0,0,0,1,0,0,0,0,0
"MTF1",271.4,274.67,217.8,211,628.27,663.51,745.11,568.93,408.81,399.38,416.83,519.83,599.69,581.69,716.58,748.34,748.77,356.67,513.87
"CASQ2",0,1,0,0,0,1.02,0,232,231,0,1,0,0,0,0,0,3,238,342
"SCAF11",757.52,713.55,661.15,717.66,2693.87,3044.58,3628.24,3728.52,2333.37,3269.6,3121.53,3312.24,2505.12,2443.72,3101.38,4223.83,4180.58,3354.47,4862.88
"MAP4K1",60.07,40,49.79,39,104.95,107.54,122.06,31.18,66.27,102.62,117.35,99,8.73,13.16,8.85,97.06,67.34,23.66,13.46
"SYCE1",0,0,0,0,0,0,0,0,0,0,0,1,38.01,33,22,0,0,0,0
"PDE3B",255.01,214,232,225,829,946.17,972.57,933,915.16,1523,1853.66,2099.99,94,72,91,510,1102.32,793,857.01
"OLFM1",401,451,376,405,1573.03,2210.85,1925,186,169.89,44,38,120,83,93.25,96,252,704,1,8
"NPAS2",7,5,4,6,36,47,34,10,7,67,57,63,644.19,742.09,866.97,33,17,70.97,52
"MESDC1",531,499.91,479.81,422,1055.99,1316.02,1442.01,2588.16,2283.71,9066.71,10490.97,14816.73,496.99,498.31,610.5,1396.45,2003.95,942.6,1214.87
"CYB561",465.41,491.91,441.21,448.7,1130.96,1124.8,1303,1739.36,1804.22,977.67,912.86,1163.86,1104.54,1304.06,1260.44,480.89,682.75,620.32,811.5
"EDNRA",33,34,27.43,35,96,77,61,527,398.22,11,9,23,152.33,128,158,380,3941.64,117.21,200
"PDE6H",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
"IL1RL2",0,1,0,0,0,0,0,20,15,3,7,5,6,9,9,0,0,1,4
"AP3M1",685.04,667.06,665.39,616.57,1858.09,2201.63,2397.6,2534.18,1960.51,2455.52,2564.84,2182.01,1634.55,1648.07,1756.48,1932.21,2525.86,1344.82,2235.97
"HERC4",164,148,141,150,983.91,906,984.14,1327.97,919,2322.89,2222,1901.12,6932.59,5105.82,5032.65,1579.93,1435.37,1142.02,1724.02
"ERBB3",1011.16,1009.29,950.14,952.64,2224.33,2366.44,2579.45,603.83,712.25,436.06,237.31,309.21,47.31,57.88,61.2,457.03,2455.32,3648.53,4887.26
